,id,firstname,surname,born,died,bornCountry,bornCountryCode,bornCity,diedCountry,diedCountryCode,diedCity,gender,prizes
76,78,Eugene,Wigner,1902-11-17,1995-01-01,Austria-Hungary (now Hungary),HU,Budapest,USA,US,"Princeton, NJ",male,"[{'year': '1963', 'category': 'physics', 'share': '2', 'motivation': '""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""', 'affiliations': [{'name': 'Princeton University', 'city': 'Princeton, NJ', 'country': 'USA'}]}]"
77,79,Maria,Goeppert Mayer,1906-06-28,1972-02-20,Germany (now Poland),PL,Kattowitz (now Katowice),USA,US,"San Diego, CA",female,"[{'year': '1963', 'category': 'physics', 'share': '4', 'motivation': '""for their discoveries concerning nuclear shell structure""', 'affiliations': [{'name': 'University of California', 'city': 'San Diego, CA', 'country': 'USA'}]}]"
78,80,J. Hans D.,Jensen,1907-06-25,1973-02-11,Germany,DE,Hamburg,West Germany (now Germany),DE,Heidelberg,male,"[{'year': '1963', 'category': 'physics', 'share': '4', 'motivation': '""for their discoveries concerning nuclear shell structure""', 'affiliations': [{'name': 'University of Heidelberg', 'city': 'Heidelberg', 'country': 'Germany'}]}]"
79,81,Charles H.,Townes,1915-07-28,2015-01-27,USA,US,"Greenville, SC",USA,US,"Berkeley, CA",male,"[{'year': '1964', 'category': 'physics', 'share': '2', 'motivation': '""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
80,82,Nicolay G.,Basov,1922-12-14,2001-07-01,USSR (now Russia),RU,Usman,Russia,RU,Moscow,male,"[{'year': '1964', 'category': 'physics', 'share': '4', 'motivation': '""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""', 'affiliations': [{'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'USSR (now Russia)'}]}]"
81,83,Aleksandr M.,Prokhorov,1916-07-11,2002-01-08,Australia,AU,Atherton,Russia,RU,Moscow,male,"[{'year': '1964', 'category': 'physics', 'share': '4', 'motivation': '""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""', 'affiliations': [{'name': 'P.N. Lebedev Physical Institute', 'city': 'Moscow', 'country': 'USSR (now Russia)'}]}]"
82,84,Sin-Itiro,Tomonaga,1906-03-31,1979-07-08,Japan,JP,Kyoto,Japan,JP,Tokyo,male,"[{'year': '1965', 'category': 'physics', 'share': '3', 'motivation': '""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""', 'affiliations': [{'name': 'Tokyo University of Education', 'city': 'Tokyo', 'country': 'Japan'}]}]"
83,85,Julian,Schwinger,1918-02-12,1994-07-16,USA,US,"New York, NY",USA,US,"Los Angeles, CA",male,"[{'year': '1965', 'category': 'physics', 'share': '3', 'motivation': '""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
84,86,Richard P.,Feynman,1918-05-11,1988-02-15,USA,US,"New York, NY",USA,US,"Los Angeles, CA",male,"[{'year': '1965', 'category': 'physics', 'share': '3', 'motivation': '""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""', 'affiliations': [{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]"
85,87,Alfred,Kastler,1902-05-03,1984-01-07,Germany (now France),FR,Guebwiller,France,FR,Bandol,male,"[{'year': '1966', 'category': 'physics', 'share': '1', 'motivation': '""for the discovery and development of optical methods for studying Hertzian resonances in atoms""', 'affiliations': [{'name': 'École Normale Supérieure', 'city': 'Paris', 'country': 'France'}]}]"
86,88,Hans,Bethe,1906-07-02,2005-03-06,Germany (now France),FR,Strasbourg,USA,US,"Ithaca, NY",male,"[{'year': '1967', 'category': 'physics', 'share': '1', 'motivation': '""for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars""', 'affiliations': [{'name': 'Cornell University', 'city': 'Ithaca, NY', 'country': 'USA'}]}]"
87,89,Luis,Alvarez,1911-06-13,1988-09-01,USA,US,"San Francisco, CA",USA,US,"Berkeley, CA",male,"[{'year': '1968', 'category': 'physics', 'share': '1', 'motivation': '""for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis""', 'affiliations': [{'name': 'University of California', 'city': 'Berkeley, CA', 'country': 'USA'}]}]"
88,90,Murray,Gell-Mann,1929-09-15,2019-05-24,USA,US,"New York, NY",USA,US,"Santa Fe, NM",male,"[{'year': '1969', 'category': 'physics', 'share': '1', 'motivation': '""for his contributions and discoveries concerning the classification of elementary particles and their interactions""', 'affiliations': [{'name': 'California Institute of Technology (Caltech)', 'city': 'Pasadena, CA', 'country': 'USA'}]}]"
89,91,Hannes,Alfvén,1908-05-30,1995-04-02,Sweden,SE,Norrköping,Sweden,SE,Djursholm,male,"[{'year': '1970', 'category': 'physics', 'share': '2', 'motivation': '""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""', 'affiliations': [{'name': 'Royal Institute of Technology', 'city': 'Stockholm', 'country': 'Sweden'}]}]"
90,92,Louis,Néel,1904-11-22,2000-11-17,France,FR,Lyon,France,FR,Brive-Corrèze,male,"[{'year': '1970', 'category': 'physics', 'share': '2', 'motivation': '""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""', 'affiliations': [{'name': 'University of Grenoble', 'city': 'Grenoble', 'country': 'France'}]}]"
91,93,Dennis,Gabor,1900-06-05,1979-02-08,Hungary,HU,Budapest,United Kingdom,GB,London,male,"[{'year': '1971', 'category': 'physics', 'share': '1', 'motivation': '""for his invention and development of the holographic method""', 'affiliations': [{'name': 'Imperial College', 'city': 'London', 'country': 'United Kingdom'}]}]"
92,95,Leon N.,Cooper,1930-02-28,0000-00-00,USA,US,"New York, NY",,,,male,"[{'year': '1972', 'category': 'physics', 'share': '3', 'motivation': '""for their jointly developed theory of superconductivity, usually called the BCS-theory""', 'affiliations': [{'name': 'Brown University', 'city': 'Providence, RI', 'country': 'USA'}]}]"
93,96,Robert,Schrieffer,1931-05-31,2019-07-27,USA,US,"Oak Park, IL",USA,US,"Tallahassee, FL",male,"[{'year': '1972', 'category': 'physics', 'share': '3', 'motivation': '""for their jointly developed theory of superconductivity, usually called the BCS-theory""', 'affiliations': [{'name': 'University of Pennsylvania', 'city': 'Philadelphia, PA', 'country': 'USA'}]}]"
94,97,Leo,Esaki,1925-03-12,0000-00-00,Japan,JP,Osaka,,,,male,"[{'year': '1973', 'category': 'physics', 'share': '4', 'motivation': '""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""', 'affiliations': [{'name': 'IBM Thomas J. Watson Research Center', 'city': 'Yorktown Heights, NY', 'country': 'USA'}]}]"
95,98,Ivar,Giaever,1929-04-05,0000-00-00,Norway,NO,Bergen,,,,male,"[{'year': '1973', 'category': 'physics', 'share': '4', 'motivation': '""for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively""', 'affiliations': [{'name': 'General Electric Company', 'city': 'Schenectady, NY', 'country': 'USA'}]}]"
96,99,Brian D.,Josephson,1940-01-04,0000-00-00,United Kingdom,GB,Cardiff,,,,male,"[{'year': '1973', 'category': 'physics', 'share': '2', 'motivation': '""for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects""', 'affiliations': [{'name': 'University of Cambridge', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
97,100,Martin,Ryle,1918-09-27,1984-10-14,United Kingdom,GB,Brighton,United Kingdom,GB,Cambridge,male,"[{'year': '1974', 'category': 'physics', 'share': '2', 'motivation': '""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""', 'affiliations': [{'name': 'University of Cambridge', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
98,101,Antony,Hewish,1924-05-11,2021-09-13,United Kingdom,GB,Fowey,,,,male,"[{'year': '1974', 'category': 'physics', 'share': '2', 'motivation': '""for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars""', 'affiliations': [{'name': 'University of Cambridge', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
99,102,Aage N.,Bohr,1922-06-19,2009-09-08,Denmark,DK,Copenhagen,Denmark,DK,Copenhagen,male,"[{'year': '1975', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""', 'affiliations': [{'name': 'Niels Bohr Institute', 'city': 'Copenhagen', 'country': 'Denmark'}]}]"
100,103,Ben R.,Mottelson,1926-07-09,0000-00-00,USA,US,"Chicago, IL",,,,male,"[{'year': '1975', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""', 'affiliations': [{'name': 'Nordita', 'city': 'Copenhagen', 'country': 'Denmark'}]}]"
101,104,James,Rainwater,1917-12-09,1986-03-31,USA,US,"Council, ID",USA,US,"Yonkers, NY",male,"[{'year': '1975', 'category': 'physics', 'share': '3', 'motivation': '""for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection""', 'affiliations': [{'name': 'Columbia University', 'city': 'New York, NY', 'country': 'USA'}]}]"
102,105,Burton,Richter,1931-03-22,2018-07-18,USA,US,"Brooklyn, NY",USA,US,"Stanford, CA",male,"[{'year': '1976', 'category': 'physics', 'share': '2', 'motivation': '""for their pioneering work in the discovery of a heavy elementary particle of a new kind""', 'affiliations': [{'name': 'Stanford Linear Accelerator Center', 'city': 'Stanford, CA', 'country': 'USA'}]}]"
103,106,Samuel C.C.,Ting,1936-01-27,0000-00-00,USA,US,"Ann Arbor, MI",,,,male,"[{'year': '1976', 'category': 'physics', 'share': '2', 'motivation': '""for their pioneering work in the discovery of a heavy elementary particle of a new kind""', 'affiliations': [{'name': 'Massachusetts Institute of Technology (MIT)', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
104,107,Philip W.,Anderson,1923-12-13,2020-03-29,USA,US,"Indianapolis, IN",USA,US,"Princeton, NJ",male,"[{'year': '1977', 'category': 'physics', 'share': '3', 'motivation': '""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""', 'affiliations': [{'name': 'Bell Telephone Laboratories', 'city': 'Murray Hill, NJ', 'country': 'USA'}]}]"
105,108,Sir Nevill F.,Mott,1905-09-30,1996-08-08,United Kingdom,GB,Leeds,United Kingdom,GB,Milton Keynes,male,"[{'year': '1977', 'category': 'physics', 'share': '3', 'motivation': '""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""', 'affiliations': [{'name': 'University of Cambridge', 'city': 'Cambridge', 'country': 'United Kingdom'}]}]"
106,109,John H.,Van Vleck,1899-03-13,1980-10-27,USA,US,"Middletown, CT",USA,US,"Cambridge, MA",male,"[{'year': '1977', 'category': 'physics', 'share': '3', 'motivation': '""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
107,110,Pyotr,Kapitsa,1894-07-09,1984-04-08,Russian Empire (now Russia),RU,Kronshtadt,USSR (now Russia),RU,Moscow,male,"[{'year': '1978', 'category': 'physics', 'share': '2', 'motivation': '""for his basic inventions and discoveries in the area of low-temperature physics""', 'affiliations': [{'name': 'Academy of Sciences', 'city': 'Moscow', 'country': 'USSR (now Russia)'}]}]"
108,111,Arno,Penzias,1933-04-26,0000-00-00,Germany,DE,Munich,,,,male,"[{'year': '1978', 'category': 'physics', 'share': '4', 'motivation': '""for their discovery of cosmic microwave background radiation""', 'affiliations': [{'name': 'Bell Laboratories', 'city': 'Holmdel, NJ', 'country': 'USA'}]}]"
109,112,Robert Woodrow,Wilson,1936-01-10,0000-00-00,USA,US,"Houston, TX",,,,male,"[{'year': '1978', 'category': 'physics', 'share': '4', 'motivation': '""for their discovery of cosmic microwave background radiation""', 'affiliations': [{'name': 'Bell Laboratories', 'city': 'Holmdel, NJ', 'country': 'USA'}]}]"
110,113,Sheldon,Glashow,1932-12-05,0000-00-00,USA,US,"New York, NY",,,,male,"[{'year': '1979', 'category': 'physics', 'share': '3', 'motivation': '""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""', 'affiliations': [{'name': 'Harvard University, Lyman Laboratory', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
111,114,Abdus,Salam,1926-01-29,1996-11-21,India (now Pakistan),PK,Jhang Maghiāna,United Kingdom,GB,Oxford,male,"[{'year': '1979', 'category': 'physics', 'share': '3', 'motivation': '""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""', 'affiliations': [{'name': 'International Centre for Theoretical Physics', 'city': 'Trieste', 'country': 'Italy'}, {'name': 'Imperial College', 'city': 'London', 'country': 'United Kingdom'}]}]"
112,115,Steven,Weinberg,1933-05-03,2021-07-23,USA,US,"New York, NY",USA,US,"Austin, TX",male,"[{'year': '1979', 'category': 'physics', 'share': '3', 'motivation': '""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current""', 'affiliations': [{'name': 'Harvard University', 'city': 'Cambridge, MA', 'country': 'USA'}]}]"
113,116,James,Cronin,1931-09-29,2016-08-25,USA,US,"Chicago, IL",USA,US,"St. Paul, MN",male,"[{'year': '1980', 'category': 'physics', 'share': '2', 'motivation': '""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""', 'affiliations': [{'name': 'University of Chicago', 'city': 'Chicago, IL', 'country': 'USA'}]}]"
